fasta_id,best_hit_id
tr|Q9DB24|Q9DB24_MOUSE,4PKD_B
tr|Q9EPS5|Q9EPS5_MOUSE,7DDZ_A
tr|Q9EPS7|Q9EPS7_MOUSE,7DDZ_A
tr|Q9EPS9|Q9EPS9_MOUSE,7DDZ_A
tr|Q9EQA0|Q9EQA0_MOUSE,7BVQ_B
tr|Q9EQB7|Q9EQB7_MOUSE,7BVQ_B
tr|Q9ER05|Q9ER05_MOUSE,2B9L_A
tr|Q9R164|Q9R164_MOUSE,6QNX_C
tr|Q9WTJ9|Q9WTJ9_MOUSE,5T1D_C
tr|Q9Z117|Q9Z117_MOUSE,6QNX_C
tr|Q9Z202|Q9Z202_MOUSE,6C5V_C
sp|A0A0B4J1F4|ARRD4_MOUSE,4LL1_A
sp|A0A0U1RQ45|TM275_MOUSE,6SEQ_A
sp|A0A1D5RMD1|IQCN_MOUSE,7JU4_x
sp|A0JLY1|CF210_MOUSE,7RRO_p
sp|A0JP43|EFCB5_MOUSE,7JTK_D
sp|A1EGX6|FSCB_MOUSE,6ZMW_g
sp|A1L0T3|SRB4D_MOUSE,5ZE3_B
sp|A2A7Q9|RN19B_MOUSE,4KBL_A
sp|A2A825|CPLN2_MOUSE,6VP8_A
sp|A2A884|ZEP3_MOUSE,6QNX_C
sp|A2A9A2|DMTA2_MOUSE,4YJ0_C
sp|A2AAJ9|OBSCN_MOUSE,3B43_A
sp|A2ABU4|MYOM3_MOUSE,2JTD_A
sp|A2ADF7|S2534_MOUSE,6GCI_A
sp|A2AEY4|MA7D3_MOUSE,7EGG_D
sp|A2AF53|T185A_MOUSE,6B3O_C
sp|A2AI08|TPRN_MOUSE,5MMM_E
sp|A2AJA7|AEGP_MOUSE,2V5Y_A
sp|A2AJB2|TM141_MOUSE,2LOR_A
sp|A2AKE7|ACL10_MOUSE,6HTS_H
sp|A2AM29|AF9_MOUSE,2LM0_A
sp|A2ANU3|SYNG1_MOUSE,6ND0_D
sp|A2AS55|ANR16_MOUSE,5VKQ_C
sp|A2RSY1|KANL3_MOUSE,2I3D_B
sp|A2RT91|ANKAR_MOUSE,6SA8_A
sp|A3KMP2|TTC38_MOUSE,6YJ6_A
sp|A6H666|COX8C_MOUSE,2Y69_Z
sp|A6H684|MGT4E_MOUSE,6EMK_I
sp|A6PWY4|WDR76_MOUSE,6ID1_q
sp|A7DTG3|SRTD4_MOUSE,6ZBE_A
sp|A7KBS4|ZSC4D_MOUSE,6QNX_C
sp|B1AVH7|TBD2A_MOUSE,4P17_B
sp|B1AVZ0|UPP_MOUSE,1JLR_A
sp|B2KF05|BRPF3_MOUSE,7D87_A
sp|B2RRE7|OTUD4_MOUSE,6W9O_A
sp|B2RUR8|OTU7B_MOUSE,5LRW_C
sp|B2RXB0|GAR1A_MOUSE,6RUI_D
sp|B2RXM4|NTM1B_MOUSE,6DUB_B
sp|B3GLJ3|PATE3_MOUSE,6OB0_G
sp|B7ZNG4|TROAP_MOUSE,4V7O_A6
sp|B9EJX3|SMIP1_MOUSE,6C14_C
sp|C0HKE8|H2A1O_MOUSE,7N8N_D
sp|C0HKG5|RNT2A_MOUSE,3T0O_A
sp|D3YVE8|S35G2_MOUSE,6UKJ_A
sp|D3YVL2|CFA70_MOUSE,7QE7_J
sp|D3Z7A5|DAW1_MOUSE,5MZH_B
sp|E0CYC6|NAT8B_MOUSE,5U08_A
sp|E9PZM4|CHD2_MOUSE,7NKX_W
sp|E9Q0N2|PTPRH_MOUSE,3PS5_A
sp|E9Q793|JHY_MOUSE,6U42_6R
sp|E9Q7X7|NRX2A_MOUSE,3QCW_A
sp|E9Q9F7|CC146_MOUSE,5TBY_A
sp|E9Q9M8|PWP2B_MOUSE,6PA7_P
sp|F2Z3Y9|SIM30_MOUSE,6WVG_B
sp|F8VPK0|SKI3_MOUSE,7QDR_B
sp|G3X9K3|BIG1_MOUSE,5HAS_B
sp|G3X9X1|KBTB2_MOUSE,6WCQ_C
sp|J3KML8|GFY_MOUSE,6C13_A
sp|O08537|ESR2_MOUSE,7KW7_F
sp|O08543|EFNA5_MOUSE,4BK5_C
sp|O08583|THOC4_MOUSE,2F3J_A
sp|O08599|STXB1_MOUSE,4JEU_A
sp|O08705|NTCP_MOUSE,4N7W_B
sp|O08856|ELL_MOUSE,7OKY_M
sp|O09009|RFNG_MOUSE,2J0B_A
sp|O09030|I13R1_MOUSE,3BPO_C
sp|O09101|PIGF_MOUSE,7P5J_A
sp|O09133|SMR2A_MOUSE,5C0R_A
sp|O35047|HOP2_MOUSE,4Y66_D
sp|O35114|SCRB2_MOUSE,5UPH_A
sp|O35127|C10_MOUSE,2LXE_A
sp|O35130|NEP1_MOUSE,7AJT_JG
sp|O35164|MCPT9_MOUSE,3RP2_B
sp|O35182|SMAD6_MOUSE,7CD1_B
sp|O35231|KIFC3_MOUSE,4ETP_A
sp|O35403|ST3A1_MOUSE,5MEK_A
sp|O35484|AZIN1_MOUSE,3BTN_A
sp|O35490|BHMT1_MOUSE,1UMY_D
sp|O35544|EAA4_MOUSE,6MPB_A
sp|O35551|RABE1_MOUSE,1X79_C
sp|O35598|ADA10_MOUSE,6BE6_C
sp|O35600|ABCA4_MOUSE,7E7I_A
sp|O35607|BMPR2_MOUSE,6UNP_A
sp|O35615|FOG1_MOUSE,6QNX_C
sp|O35701|MATN3_MOUSE,5E6U_A
sp|O35704|SPTC1_MOUSE,7K0M_E
sp|O35955|PSB10_MOUSE,6E5B_H
sp|O54692|ZW10_MOUSE,6WC4_C
sp|O54786|DFFA_MOUSE,1IYR_A
sp|O54818|TPD53_MOUSE,4I3H_A
sp|O54851|CXD2_MOUSE,7JJP_D
sp|O54905|B3GT2_MOUSE,6WMM_B
sp|O54951|SEM6B_MOUSE,3AL8_A
sp|O55070|DNSL3_MOUSE,4AWN_A
sp|O55126|NIPS2_MOUSE,5K9F_A
sp|O55188|DMP1_MOUSE,3ZHC_B
sp|O55240|RDH5_MOUSE,1FDV_C
sp|O55241|OREX_MOUSE,1R02_A
sp|O70174|ACHA4_MOUSE,7KOX_A
sp|O70237|GFI1B_MOUSE,6QNX_C
sp|O70324|MOT8_MOUSE,7CKO_A
sp|O70340|NPTX2_MOUSE,6V55_A
sp|O70354|CAH11_MOUSE,7BM4_B
sp|O70394|I27RA_MOUSE,3L5H_A
sp|O70400|PDLI1_MOUSE,6IRE_B
sp|O70451|MOT2_MOUSE,7BP3_B
sp|O70555|SPR2D_MOUSE,1ZLG_A
sp|O70560|SPR2I_MOUSE,1ZLG_A
sp|O88307|SORL_MOUSE,3WSX_A
sp|O88327|CTNL1_MOUSE,6UPV_L
sp|O88351|IKKB_MOUSE,4KIK_B
sp|O88495|MTR1L_MOUSE,6ME8_A
sp|O88509|DNM3B_MOUSE,6PA7_N
sp|O88566|AXIN2_MOUSE,6N9G_B
sp|O88623|UBP2_MOUSE,6QW6_U
sp|O88703|HCN2_MOUSE,7NP4_D
sp|O88822|SC5D_MOUSE,4ZR0_B
sp|O88838|SPSB2_MOUSE,2AFJ_A
sp|O88909|S22A8_MOUSE,7SP5_B
sp|O88967|YMEL1_MOUSE,6NYY_C
sp|O88978|DAA11_MOUSE,3JB9_j
sp|O88983|STX8_MOUSE,2NPS_D
sp|O89013|OBRG_MOUSE,4TL3_B
sp|P00186|CP1A2_MOUSE,2HI4_A
sp|P00688|AM2A5_MOUSE,6OCN_A
sp|P01173|WAP_MOUSE,1ZLG_A
sp|P01216|GLHA_MOUSE,7FIH_X
sp|P01587|CSF2_MOUSE,5D71_A
sp|P01638|KV5A6_MOUSE,4OJE_H
sp|P01648|KV5AF_MOUSE,4OJE_H
sp|P01658|KV3A6_MOUSE,4OJE_H
sp|P01667|KV3AF_MOUSE,4OJE_H
sp|P01668|KV3AG_MOUSE,4OJE_H
sp|P01674|KV3AM_MOUSE,4OJE_H
sp|P01676|KV6A2_MOUSE,4OJE_H
sp|P01757|HVM13_MOUSE,5WTS_A
sp|P01799|HVM30_MOUSE,3N44_F
sp|P01802|HVM33_MOUSE,3N44_F
sp|P01804|HVM35_MOUSE,3N44_F
sp|P01851|TCB2_MOUSE,6JXR_n
sp|P01853|TCC1_MOUSE,1YPZ_H
sp|P02468|LAMC1_MOUSE,4AQT_A
sp|P03953|CFAD_MOUSE,5FCR_A
sp|P03977|KV3A4_MOUSE,4OJE_H
sp|P04247|MYG_MOUSE,2G10_A
sp|P04370|MBP_MOUSE,2LUG_A
sp|P05627|JUN_MOUSE,1JUN_B
sp|P06329|HVM50_MOUSE,5WTS_A
sp|P06336|IGHE_MOUSE,1IGT_B
sp|P06800|PTPRC_MOUSE,1YGU_B
sp|P07356|ANXA2_MOUSE,1M9I_A
sp|P07750|IL4_MOUSE,4YDY_J
sp|P08884|GRAE_MOUSE,3FZZ_B
sp|P09528|FRIH_MOUSE,1Z6O_K
sp|P09542|MYL3_MOUSE,6FSA_D
sp|P09690|ACHB_MOUSE,7SMM_C
sp|P09926|SURF2_MOUSE,6AHD_v
sp|P0DM65|BECN2_MOUSE,7BL1_EEE
sp|P0DOY1|DNM3C_MOUSE,6PA7_N
sp|P10166|MYCL_MOUSE,5G1X_B
sp|P10598|CASB_MOUSE,4V0T_A
sp|P10820|PERF_MOUSE,3NSJ_A
sp|P11157|RIR2_MOUSE,1XSM_A
sp|P11404|FABPH_MOUSE,1MDC_A
sp|P11477|DEFA1_MOUSE,3QTE_B
sp|P11531|DMD_MOUSE,1SJJ_A
sp|P11942|CD3G_MOUSE,1XIW_F
sp|P12032|TIMP1_MOUSE,6N9D_B
sp|P12815|PDCD6_MOUSE,5JJG_A
sp|P13707|GPDA_MOUSE,6PYP_B
sp|P14602|HSPB1_MOUSE,6DV5_X
sp|P14869|RLA0_MOUSE,4V88_Dq
sp|P15116|CADH2_MOUSE,1Q5C_B
sp|P15119|MCPT2_MOUSE,3RP2_B
sp|P15331|PERI_MOUSE,3TNU_A
sp|P15388|KCNC1_MOUSE,7PHH_B
sp|P15501|SPBP_MOUSE,3WOB_A
sp|P16254|SRP14_MOUSE,1914_A
sp|P16390|KCNA3_MOUSE,7EJ1_D
sp|P16460|ASSY_MOUSE,6E5Y_A
sp|P17751|TPIS_MOUSE,1KV5_B
sp|P17981|NAR2A_MOUSE,1GXZ_A
sp|P18165|LORI_MOUSE,6QVF_C
sp|P18761|CAH6_MOUSE,3FE4_B
sp|P18826|KPB1_MOUSE,6FHV_A
sp|P19253|RL13A_MOUSE,5XXB_N
sp|P20357|MTAP2_MOUSE,7QKY_D
sp|P21619|LMNB2_MOUSE,7D9N_A
sp|P22437|PGH1_MOUSE,3N8Y_A
sp|P22933|GBRD_MOUSE,6HUO_C
sp|P24063|ITAL_MOUSE,4NEH_A
sp|P24270|CATA_MOUSE,4CAB_B
sp|P24549|AL1A1_MOUSE,7RLU_D
sp|P24699|MYF5_MOUSE,4AYA_B
sp|P24860|CCNB1_MOUSE,7NJ0_C
sp|P26041|MOES_MOUSE,4RM9_A
sp|P26049|GBRA3_MOUSE,6HUO_C
sp|P26954|IL3B2_MOUSE,2GYS_B
sp|P27048|RSMB_MOUSE,6ID1_b
sp|P27601|GNA13_MOUSE,6NE6_A
sp|P27870|VAV_MOUSE,6NF1_A
sp|P28229|CXG1_MOUSE,7JJP_D
sp|P28230|CXB1_MOUSE,7JJP_D
sp|P28235|CXA4_MOUSE,7JJP_D
sp|P29341|PABP1_MOUSE,6R5K_H
sp|P29416|HEXA_MOUSE,2GJX_H
sp|P29699|FETUA_MOUSE,6SAZ_D
sp|P29812|TYRP2_MOUSE,5M8T_C
sp|P30561|AHR_MOUSE,5NJ8_C
sp|P30658|CBX2_MOUSE,7R78_A
sp|P31240|PDGFB_MOUSE,3MJK_F
sp|P31324|KAP3_MOUSE,6WJF_C
sp|P31360|PO3F2_MOUSE,6T90_K
sp|P31387|5HT5B_MOUSE,5ZTY_A
sp|P31428|DPEP1_MOUSE,6VGR_A
sp|P31695|NOTC4_MOUSE,7ABV_A
sp|P32043|HXC5_MOUSE,6T90_K
sp|P32883|RASK_MOUSE,3REG_A
sp|P32972|TNFL8_MOUSE,5BNQ_A
sp|P33215|NEDD1_MOUSE,7K58_E
sp|P34152|FAK1_MOUSE,6TY4_A
sp|P34968|5HT2C_MOUSE,6BQH_A
sp|P34986|OR6B9_MOUSE,7JOZ_R
sp|P35330|ICAM2_MOUSE,4OI9_A
sp|P35419|PERT_MOUSE,5MFA_A
sp|P35584|FOXA3_MOUSE,6FEC_w
sp|P35601|RFC1_MOUSE,7TIB_A
sp|P35991|BTK_MOUSE,4XI2_A
sp|P37040|NCPR_MOUSE,4YAL_B
sp|P38640|UF02_MOUSE,4CAY_C
sp|P40237|CD82_MOUSE,6WVG_B
sp|P40645|SOX6_MOUSE,6LTJ_Q
sp|P41133|ID3_MOUSE,2LFH_A
sp|P41163|ETV2_MOUSE,1HBX_H
sp|P41234|ABCA2_MOUSE,7E7I_A
sp|P41251|NRAM1_MOUSE,6TL2_A
sp|P43025|TETN_MOUSE,1HTN_A
sp|P43136|NR2F6_MOUSE,7KW7_F
sp|P43247|MSH2_MOUSE,3THX_A
sp|P45377|ALD2_MOUSE,3O3R_A
sp|P45481|CBP_MOUSE,5XZC_A
sp|P45700|MA1A1_MOUSE,1NXC_A
sp|P46460|NSF_MOUSE,6MDN_D
sp|P46660|AINX_MOUSE,3TNU_A
sp|P46735|MYO1B_MOUSE,7KOG_A
sp|P47750|TSHR_MOUSE,7FII_R
sp|P47801|EMP1_MOUSE,5B2G_C
sp|P47879|IBP4_MOUSE,2H7T_A
sp|P47941|CRKL_MOUSE,2LQN_A
sp|P48025|KSYK_MOUSE,4FL2_A
sp|P48298|CCL11_MOUSE,6N2U_A
sp|P48320|DCE2_MOUSE,3VP6_B
sp|P48967|MPIP3_MOUSE,3OP3_A
sp|P49070|CAMLG_MOUSE,6SO5_E
sp|P49722|PSA2_MOUSE,6TCZ_e
sp|P50171|DHB8_MOUSE,4V59_A
sp|P50294|ARY1_MOUSE,2IJA_A
sp|P50636|RN19A_MOUSE,4KBL_A
sp|P51141|DVL1_MOUSE,3PZ8_E
sp|P51175|PPOX_MOUSE,3NKS_A
sp|P51675|CCR1_MOUSE,5T1A_A
sp|P51910|APOD_MOUSE,4PSQ_A
sp|P52430|PON1_MOUSE,6H0A_A
sp|P52912|TIA1_MOUSE,6N7R_F
sp|P53026|RL10A_MOUSE,7O7Y_Bv
sp|P53668|LIMK1_MOUSE,3S95_A
sp|P54071|IDHP_MOUSE,1ITW_D
sp|P55200|KMT2A_MOUSE,6UH5_M
sp|P56376|ACYP1_MOUSE,4G9I_D
sp|P56389|CDD_MOUSE,2D30_B
sp|P56695|WFS1_MOUSE,6X9O_A
sp|P56716|RP1_MOUSE,4ATU_I
sp|P56842|TCLB3_MOUSE,1JNP_B
sp|P57724|PCBP4_MOUSE,3N89_B
sp|P57759|ERP29_MOUSE,2C0G_B
sp|P58242|ASM3B_MOUSE,5KAS_A
sp|P58283|RN216_MOUSE,7M4M_A
sp|P58307|OX1R_MOUSE,6V9S_A
sp|P58321|UCHL4_MOUSE,1XD3_A
sp|P58466|CTDS1_MOUSE,3EF1_A
sp|P58686|BBLN_MOUSE,1P9I_A
sp|P58710|GGLO_MOUSE,7A24_z
sp|P59242|CING_MOUSE,6Z47_G
sp|P59279|RAB2B_MOUSE,3CPJ_B
sp|P59759|MRTFB_MOUSE,2YJF_M
sp|P60521|GBRL2_MOUSE,3W1Y_B
sp|P61022|CHP1_MOUSE,2CT9_A
sp|P61205|ARF3_MOUSE,5CK3_B
sp|P61358|RL27_MOUSE,3J79_1
sp|P61804|DAD1_MOUSE,6S7O_D
sp|P61807|SNN_MOUSE,1ZZA_A
sp|P61922|GABT_MOUSE,4ZSY_D
sp|P62309|RUXG_MOUSE,5YZG_i
sp|P62746|RHOB_MOUSE,2WKQ_A
sp|P62823|RAB3C_MOUSE,6Y7G_B
sp|P63013|PRRX1_MOUSE,6T90_K
sp|P63028|TCTP_MOUSE,1H6Q_A
sp|P63056|NOE3_MOUSE,5AMO_B
sp|P63085|MK01_MOUSE,4QTE_A
sp|P63239|NEC1_MOUSE,7LCU_A
sp|P63300|SELW_MOUSE,2NPB_A
sp|P63330|PP2AA_MOUSE,1AUI_A
sp|P68510|1433F_MOUSE,4F7R_A
sp|P70175|DLG3_MOUSE,2XKX_B
sp|P70296|PEBP1_MOUSE,6ENS_A
sp|P70398|USP9X_MOUSE,7YXX_A
sp|P70453|PDE7A_MOUSE,4Y2B_A
sp|P70671|IRF3_MOUSE,5JER_G
sp|P70704|AT8A1_MOUSE,6K7L_A
sp|P80313|TCPH_MOUSE,4B2T_h
sp|P82350|SGCA_MOUSE,6C13_A
sp|P83503|NYX_MOUSE,3WN4_A
sp|P83861|QRFPR_MOUSE,5ZKP_A
sp|P84099|RL19_MOUSE,5T2A_R
sp|P85965|DPA5B_MOUSE,3V69_A
sp|P86046|KCJ13_MOUSE,7MJP_A
sp|P97292|HRH2_MOUSE,3VW7_A
sp|P97298|PEDF_MOUSE,1IMV_A
sp|P97303|BACH2_MOUSE,6XMX_E
sp|P97304|RPAC2_MOUSE,7VBB_K
sp|P97309|MESP1_MOUSE,4AYA_B
sp|P97321|SEPR_MOUSE,4N8D_B
sp|P97333|NRP1_MOUSE,4GZ9_A
sp|P97346|NXN_MOUSE,1O8X_A
sp|P97351|RS3A_MOUSE,4BTS_D4
sp|P97377|CDK2_MOUSE,3N9X_A
sp|P97391|PA2G5_MOUSE,7M6C_A
sp|P97399|DSPP_MOUSE,5XMZ_A
sp|P97436|NKX31_MOUSE,6YOV_K
sp|P97458|PROP1_MOUSE,6YOV_K
sp|P97470|PP4C_MOUSE,4OR9_A
sp|P97812|IHH_MOUSE,7E2I_G
sp|P97817|CDR2_MOUSE,6ZNM_x
sp|P97823|LYPA1_MOUSE,1FJ2_B
sp|P97861|KRT86_MOUSE,3TNU_A
sp|P98197|AT11A_MOUSE,6LCP_A
sp|P98200|AT8A2_MOUSE,6LCP_A
sp|Q00286|PIT1_MOUSE,6T90_K
sp|Q00612|G6PD1_MOUSE,6JYU_A
sp|Q01147|CREB1_MOUSE,6IAK_F
sp|Q01237|HMDH_MOUSE,1DQA_C
sp|Q01815|CAC1C_MOUSE,6JP8_A
sp|Q02111|KPCT_MOUSE,3PFQ_A
sp|Q02242|PDCD1_MOUSE,5WT9_G
sp|Q02526|ZFP41_MOUSE,6QNX_C
sp|Q02591|GSC_MOUSE,6YOV_K
sp|Q02596|GLCM1_MOUSE,6TKL_I
sp|Q02789|CAC1S_MOUSE,6JP8_A
sp|Q03517|SCG2_MOUSE,2F5J_A
sp|Q05A56|HYAL4_MOUSE,2PE4_A
sp|Q06335|APLP2_MOUSE,5BUO_B
sp|Q07424|CDX4_MOUSE,6YOV_K
sp|Q07475|NREP_MOUSE,6YWY_VV
sp|Q09098|PATE4_MOUSE,6OB0_G
sp|Q0VAV2|EXPH5_MOUSE,3BC1_F
sp|Q0VBF2|TM52B_MOUSE,7KIP_A
sp|Q0VBL1|TIGD2_MOUSE,1IUF_A
sp|Q0VBL3|RBM15_MOUSE,2RT5_A
sp|Q0VBL6|HIF3A_MOUSE,5SY7_B
sp|Q0VBU9|PLPP4_MOUSE,4PX7_A
sp|Q0ZUP1|KLRB1_MOUSE,6C5V_C
sp|Q148W8|STYL2_MOUSE,6RZZ_s
sp|Q14AI6|RUSD3_MOUSE,5UBA_A
sp|Q14BV6|YDJC_MOUSE,2I5I_A
sp|Q14DK4|GPAT2_MOUSE,1IUQ_A
sp|Q1JRP2|TM11C_MOUSE,2B9L_A
sp|Q283N4|URAD_MOUSE,5Z5M_D
sp|Q2HJ10|ZNT2_MOUSE,6XPE_B
sp|Q2NKI2|VAX1_MOUSE,6T90_K
sp|Q2TB02|IKBD_MOUSE,6PW5_D
sp|Q2YDW2|MSTO1_MOUSE,7DON_B
sp|Q32KG4|RTL9_MOUSE,6R24_D
sp|Q38HM4|TRI63_MOUSE,6QAJ_B
sp|Q3KNK3|NB5R2_MOUSE,6MV2_A
sp|Q3TAS6|EMC10_MOUSE,7ADO_I
sp|Q3TC72|FAH2A_MOUSE,3R6O_A
sp|Q3TMV7|PYRD1_MOUSE,6ZK7_AAAA
sp|Q3TTC2|TYY2_MOUSE,6QNX_C
sp|Q3TTI8|TEX52_MOUSE,2BZV_A
sp|Q3TTL0|CC038_MOUSE,4WYK_B
sp|Q3TUA9|SG196_MOUSE,5GZ9_A
sp|Q3TWL2|PP4P1_MOUSE,2FIY_A
sp|Q3TXZ1|ZN575_MOUSE,6QNX_C
sp|Q3TYG6|TGRM2_MOUSE,6COK_A
sp|Q3TZZ7|ESYT2_MOUSE,4P42_B
sp|Q3U0D9|HACE1_MOUSE,7BII_B
sp|Q3U0L2|AN33B_MOUSE,6PW5_D
sp|Q3U129|QTGAL_MOUSE,5HEC_A
sp|Q3U1T3|BRM1L_MOUSE,4ZQA_A
sp|Q3U284|TM231_MOUSE,5GKA_B
sp|Q3U2A8|SYVM_MOUSE,1IVS_A
sp|Q3U2J5|CMKMT_MOUSE,4PWY_A
sp|Q3U3S3|CENPL_MOUSE,6QLD_L
sp|Q3U3W5|ANM9_MOUSE,7RBQ_A
sp|Q3U827|RN180_MOUSE,6RZZ_s
sp|Q3UEI1|PDE4C_MOUSE,4WZI_B
sp|Q3UHR0|BAHC1_MOUSE,6VIL_D
sp|Q3UIJ9|MYZAP_MOUSE,1I84_S
sp|Q3ULM6|USPL1_MOUSE,7P99_A
sp|Q3UMW7|MAPK3_MOUSE,7NRB_A
sp|Q3UPL0|SC31A_MOUSE,6ZG6_E
sp|Q3URD2|RPRML_MOUSE,6YNY_B
sp|Q3URR7|ZSC10_MOUSE,6QNX_C
sp|Q3USH5|SFSWA_MOUSE,6FF7_p
sp|Q3UTJ2|SRBS2_MOUSE,2DYB_B
sp|Q3UU96|MRCKA_MOUSE,4AW2_A
sp|Q3UUD2|SPRY3_MOUSE,6NMI_E
sp|Q3UUJ4|STRAA_MOUSE,3GNI_B
sp|Q3UWA4|TRI40_MOUSE,6QAJ_B
sp|Q3UWQ3|UB2FB_MOUSE,5A4P_A
sp|Q3UXL4|KIZ_MOUSE,6EC8_A
sp|Q3UXZ9|KDM5A_MOUSE,5V9T_B
sp|Q3UY34|CSTOS_MOUSE,6ZP4_4
sp|Q3UYG1|CC160_MOUSE,3VKG_A
sp|Q3UYH7|ARBK2_MOUSE,3V5W_A
sp|Q3UYI5|RGL3_MOUSE,5CM8_A
sp|Q3UZD7|GAR1B_MOUSE,6PIJ_H
sp|Q3V0L5|LRC43_MOUSE,4WWU_H
sp|Q3V3G7|GRM2A_MOUSE,5YQR_A
sp|Q400C8|AMZ2_MOUSE,3LMC_A
sp|Q497K5|ARRD5_MOUSE,7JXA_A
sp|Q499M4|TIGD5_MOUSE,1IUF_A
sp|Q4FK66|PR38A_MOUSE,7ABG_I
sp|Q4FZC9|SYNE3_MOUSE,7A8T_A
sp|Q4G5Y1|KLDC2_MOUSE,6DO4_A
sp|Q4KKZ1|CF107_MOUSE,7RRO_8
sp|Q4VA36|CATAC_MOUSE,7NS4_i
sp|Q4VBF2|R3HD4_MOUSE,1WHR_A
sp|Q4VGL6|RC3H1_MOUSE,4TXA_A
sp|Q58Y74|TRCG1_MOUSE,1IVZ_A
sp|Q5DID3|UROL1_MOUSE,6ZYA_A
sp|Q5DTW2|SMBT2_MOUSE,4C5I_A
sp|Q5DTZ0|NYNRI_MOUSE,6Q3V_A
sp|Q5EBH1|RASF5_MOUSE,3DDC_B
sp|Q5F267|P5I13_MOUSE,4BK5_C
sp|Q5F289|SPEM1_MOUSE,6C14_C
sp|Q5F297|S35G3_MOUSE,5I20_E
sp|Q5F2L2|OFUT3_MOUSE,2NZX_C
sp|Q5FWH2|UNKL_MOUSE,5ELH_B
sp|Q5G864|DFA25_MOUSE,6KRA_A
sp|Q5G866|DFA23_MOUSE,6KRA_A
sp|Q5GH62|XKR9_MOUSE,7P14_A
sp|Q5HZG9|ZN488_MOUSE,6QNX_C
sp|Q5IR70|CAGE1_MOUSE,7DL2_D
sp|Q5JCT0|GCNT3_MOUSE,2GAK_B
sp|Q5M6W3|CLHC1_MOUSE,5ODS_B
sp|Q5NCQ5|DPH1_MOUSE,3LZD_A
sp|Q5PR69|CRACD_MOUSE,6UZ7_1
sp|Q5QD06|TAA8B_MOUSE,5ZTY_A
sp|Q5QD10|TAA7D_MOUSE,5ZKP_A
sp|Q5QGU6|RTP3_MOUSE,5WVW_A
sp|Q5QNQ9|CORA1_MOUSE,3HR2_B
sp|Q5QR91|CQ078_MOUSE,7EEB_G
sp|Q5SSZ5|TENS3_MOUSE,7JVX_A
sp|Q5STT6|GAR3_MOUSE,6YXY_EQ
sp|Q5SUE7|ADAD1_MOUSE,6VFF_B
sp|Q5SVQ0|KAT7_MOUSE,7CMR_A
sp|Q5SVR0|TBC9B_MOUSE,5HJQ_A
sp|Q5SW46|PERL_MOUSE,6LF7_A
sp|Q5U5Q9|UIMC1_MOUSE,6GVW_J
sp|Q5XJE5|LEO1_MOUSE,6GMH_U
sp|Q5XPI3|RN123_MOUSE,7TDI_C
sp|Q5YD48|A1CF_MOUSE,6R5K_H
sp|Q60571|CRHBP_MOUSE,7B01_A
sp|Q60575|KIF1B_MOUSE,5MM7_K
sp|Q60591|NFAC2_MOUSE,1P7H_N
sp|Q60596|XRCC1_MOUSE,3LQC_A
sp|Q60644|NR1H2_MOUSE,4NQA_I
sp|Q60648|SAP3_MOUSE,2AG4_B
sp|Q60695|RGL1_MOUSE,5CM8_A
sp|Q60707|TBX2_MOUSE,5BQD_A
sp|Q60770|STXB3_MOUSE,3PUK_A
sp|Q60778|IKBB_MOUSE,1K3Z_D
sp|Q60790|RASA3_MOUSE,3BXJ_B
sp|Q60806|PLK3_MOUSE,4B6L_A
sp|Q60823|AKT2_MOUSE,7NH5_A
sp|Q60862|ORC2_MOUSE,7JPP_B
sp|Q60884|O8G17_MOUSE,7BVQ_B
sp|Q60928|GGT1_MOUSE,2E0W_B
sp|Q60945|MTCP1_MOUSE,1A1X_A
sp|Q60967|PAPS1_MOUSE,1XNJ_B
sp|Q61026|NCOA2_MOUSE,2PRG_C
sp|Q61056|TRPC1_MOUSE,7B1G_A
sp|Q61070|EI24_MOUSE,6D9Z_C
sp|Q61081|CDC37_MOUSE,5FWP_E
sp|Q61121|GPR19_MOUSE,5ZKP_A
sp|Q61200|NXPH1_MOUSE,6PNQ_B
sp|Q61212|NPY6R_MOUSE,7VGX_R
sp|Q61263|SOAT1_MOUSE,6VUM_A
sp|Q61316|HSP74_MOUSE,2QXL_A
sp|Q61412|VSX2_MOUSE,6T90_K
sp|Q61550|RAD21_MOUSE,6WG3_C
sp|Q61554|FBN1_MOUSE,3M0C_C
sp|Q61581|IBP7_MOUSE,3TJQ_A
sp|Q61597|CRGC_MOUSE,4GR7_A
sp|Q61644|PACN1_MOUSE,4BNE_B
sp|Q61656|DDX5_MOUSE,7OQE_p
sp|Q61711|SIAL_MOUSE,6IGM_H
sp|Q61739|ITA6_MOUSE,3IJE_A
sp|Q61839|ANFC_MOUSE,7BRI_L
sp|Q61985|NF2L1_MOUSE,2KZ5_A
sp|Q62010|OVGP1_MOUSE,5HBF_B
sp|Q62176|RBM38_MOUSE,7DVQ_4
sp|Q62181|SEM3C_MOUSE,7M0R_D
sp|Q62203|SF3A2_MOUSE,6AHD_v
sp|Q62205|SCN9A_MOUSE,6J8H_A
sp|Q62249|SOX19_MOUSE,6UPL_H
sp|Q62348|TSN_MOUSE,3AXJ_A
sp|Q62381|TLL1_MOUSE,3KQ4_D
sp|Q62394|ZN185_MOUSE,2JTN_A
sp|Q62417|SRBS1_MOUSE,2DYB_B
