query_id,best_hit,best_evalue,best_score,score_mean,score_std,score_gmean
sp|Q8CAF4|NHSL1_MOUSE,3P8C_D,0.00016,73.54,nan,nan,nan
sp|Q8CAI1|CC142_MOUSE,4IOV_A,14.0,42.93,nan,nan,nan
sp|Q8CAK1|CAF17_MOUSE,6QE3_A,9.4e-35,238.09,150.95,26.93,148.93
sp|Q8CAT8|FBX48_MOUSE,6TTU_T,7.8e-05,61.94,nan,nan,nan
sp|Q8CB27|OTU1_MOUSE,3C0R_C,3.9e-36,230.56,88.34,38.56,83.37
sp|Q8CB65|NEMP2_MOUSE,7E2I_D,390.0,32.19,nan,nan,nan
sp|Q8CB93|GAPT_MOUSE,7MOB_D,27.0,33.31,nan,nan,nan
sp|Q8CBA2|SLFN5_MOUSE,7PPJ_A,1.6e-131,1036.22,161.48,184.34,120.65
sp|Q8CBC4|CNST_MOUSE,7N9F_z,250.0,32.04,nan,nan,nan
sp|Q8CBD1|NRIP1_MOUSE,7S78_X,2000.0,25.68,nan,nan,nan
sp|Q8CBF3|EPHB1_MOUSE,7K7J_A,1.9e-98,741.04,239.22,58.02,235.10
sp|Q8CBY0|GATC_MOUSE,3AL0_C,1e-07,76.54,67.09,3.93,66.98
sp|Q8CBY3|LENG8_MOUSE,5L4K_T,2e-28,234.53,187.20,46.98,178.47
sp|Q8CC14|F216B_MOUSE,5J7T_A,130.0,25.25,nan,nan,nan
sp|Q8CC27|CACB2_MOUSE,7VFU_D,3e-122,926.86,240.89,244.92,161.85
sp|Q8CC70|CF300_MOUSE,7EWX_B,250.0,26.6,nan,nan,nan
sp|Q8CC86|PNCB_MOUSE,4YUB_B,4.1e-82,597.98,195.35,127.36,161.22
sp|Q8CC88|VWA8_MOUSE,6ORB_A,3.8e-39,417.2,138.02,73.26,125.63
sp|Q8CCB4|VPS53_MOUSE,6VKL_C,5.5e-42,341.21,203.97,78.74,189.12
sp|Q8CCB5|MET24_MOUSE,2PY6_A,12.0,32.83,nan,nan,nan
sp|Q8CCI5|RYBP_MOUSE,2D9G_A,8.3e-14,79.98,71.19,8.64,70.63
sp|Q8CCJ9|P20L1_MOUSE,4BXZ_X,6.5e-06,87.43,69.15,10.00,68.43
sp|Q8CCN1|NAL10_MOUSE,7VTQ_K,1.6e-45,367.46,97.67,63.64,87.01
sp|Q8CCN5|BCAS3_MOUSE,4V16_A,0.00011,64.58,nan,nan,nan
sp|Q8CCS2|NALF1_MOUSE,7CM3_B,1.3e-140,1029.11,1014.75,14.36,1014.65
sp|Q8CCT7|NSUN3_MOUSE,7PD3_x,2.9e-47,331.99,132.47,64.92,118.26
sp|Q8CD19|LANC3_MOUSE,6WQ1_C,1.1e-51,358.68,225.48,77.31,214.09
sp|Q8CD78|SRTM1_MOUSE,2NDJ_A,0.13,38.18,nan,nan,nan
sp|Q8CDA1|SAC2_MOUSE,4TU3_X,2.7e-85,696.26,496.29,197.65,450.47
sp|Q8CDG5|CRERF_MOUSE,6TED_Z,0.15,58.71,nan,nan,nan
sp|Q8CDK3|IQUB_MOUSE,7JTS_s,3.6e-94,758.52,758.52,0.00,758.52
sp|Q8CDL9|CCD87_MOUSE,4L6Y_B,4.4e-08,97.65,97.65,0.00,97.65
sp|Q8CDR2|RSH6A_MOUSE,7DMP_b,6.2e-140,1100.15,575.08,240.97,529.41
sp|Q8CDT5|SMI11_MOUSE,6U42_5Q,0.0022,43.09,nan,nan,nan
sp|Q8CDT9|CJ120_MOUSE,4Y5R_B,22.0,32.27,nan,nan,nan
sp|Q8CDU4|FXL13_MOUSE,3OGL_D,2e-26,217.19,129.07,28.43,126.03
sp|Q8CDV0|CC178_MOUSE,7DL2_D,8.6,46.53,nan,nan,nan
sp|Q8CDV6|CCD63_MOUSE,7RRO_H3,3.4e-58,466.98,276.13,123.24,245.83
sp|Q8CDZ2|MT21E_MOUSE,4MTL_B,1.1e-22,149.53,84.49,27.89,80.45
sp|Q8CE13|CCD17_MOUSE,7VOP_e,67.0,41.44,nan,nan,nan
sp|Q8CE46|PUS7L_MOUSE,7MZV_A,1.2e-71,571.97,418.76,84.60,410.35
sp|Q8CE90|MP2K7_MOUSE,6YG1_C,4.8e-66,410.21,190.11,18.59,189.39
sp|Q8CEE6|PASK_MOUSE,3DLS_B,8.6e-50,356.01,197.48,15.77,196.94
sp|Q8CEE7|RDH13_MOUSE,6RNV_A,6.3e-31,197.71,121.57,14.63,120.80
sp|Q8CEF1|FEM1C_MOUSE,7ROY_C,1.6e-61,424.3,167.44,47.00,162.26
sp|Q8CEF8|RN222_MOUSE,5TTE_B,5.6e-07,75.52,70.66,3.59,70.57
sp|Q8CEG0|PANX3_MOUSE,6UZY_F,2.1e-70,504.59,428.22,48.15,425.58
sp|Q8CEZ0|KCTD2_MOUSE,3DRY_C,6.6e-40,250.69,96.43,64.14,83.39
sp|Q8CEZ1|SMCO1_MOUSE,5VAP_B,41.0,28.77,nan,nan,nan
sp|Q8CEZ4|MB214_MOUSE,7LT1_B,3.3e-16,143.34,115.24,17.05,114.00
sp|Q8CF25|CS067_MOUSE,6YLG_u,31.0,31.56,nan,nan,nan
sp|Q8CF66|LTOR4_MOUSE,6EHP_D,2.9e-30,170.69,165.66,4.56,165.60
sp|Q8CF89|TAB1_MOUSE,5NZZ_D,3.4e-107,774.86,135.59,160.40,102.67
sp|Q8CF90|MAFA_MOUSE,2WT7_B,8.5e-17,115.28,98.55,11.23,97.91
sp|Q8CF94|RHD_MOUSE,3HD6_A,2.2e-45,343.12,162.09,72.81,150.19
sp|Q8CFA2|GCST_MOUSE,4PAB_A,8e-43,322.53,224.84,72.32,210.23
sp|Q8CFE2|HPF1_MOUSE,6M3H_A,6.8e-99,673.99,601.45,49.30,599.46
sp|Q8CFE3|RCOR1_MOUSE,4CZZ_B,9.8e-78,573.66,264.51,155.24,225.59
sp|Q8CFF0|PAR11_MOUSE,6NRH_A,3.1e-24,170.0,134.55,21.53,132.64
sp|Q8CFG0|SULF2_MOUSE,6G60_D,2.6e-32,250.97,171.19,36.12,167.14
sp|Q8CFI0|NED4L_MOUSE,5XMC_A,5.4e-82,620.51,195.12,155.88,144.64
sp|Q8CFI2|UB2R1_MOUSE,6ZHU_H,1.5e-36,237.81,92.73,23.43,90.46
sp|Q8CFL8|ZSWM3_MOUSE,4YMR_A,0.69,41.96,nan,nan,nan
sp|Q8CFP6|DJC27_MOUSE,6JMG_A,1.2e-41,239.16,96.56,13.36,95.71
sp|Q8CFQ3|AQR_MOUSE,4PJ3_A,3e-323,2752.02,243.09,409.72,170.98
sp|Q8CFV9|RIFK_MOUSE,3BNW_B,6e-26,163.81,138.76,14.17,138.03
sp|Q8CFZ4|GPC3_MOUSE,4YWT_A,4.6e-74,561.26,514.02,24.87,513.44
sp|Q8CG03|PDE5A_MOUSE,3BJC_A,1.5e-138,1044.12,329.51,132.34,297.90
sp|Q8CG16|C1RA_MOUSE,1GPZ_A,1.4e-55,368.76,145.72,46.42,137.94
sp|Q8CG27|ACTL9_MOUSE,6HTS_H,8.3e-42,328.97,182.26,88.58,158.05
sp|Q8CG70|P3H3_MOUSE,2V4A_B,5.3e-07,74.73,72.23,2.93,72.17
sp|Q8CG72|ADPRS_MOUSE,7ARW_B,1.8e-42,282.66,207.71,40.96,203.94
sp|Q8CG76|ARK72_MOUSE,1GVE_A,4.9e-40,259.86,148.21,19.27,147.10
sp|Q8CGA2|TBC14_MOUSE,2QQ8_A,4.9e-39,273.7,182.69,27.82,180.79
sp|Q8CGA4|MTURN_MOUSE,5GVB_A,81.0,27.31,nan,nan,nan
sp|Q8CGB3|UACA_MOUSE,6PW5_D,2.7e-23,229.69,149.57,24.66,147.42
sp|Q8CGD2|CRLD1_MOUSE,3NT8_A,1.5e-22,170.08,137.30,22.56,135.22
sp|Q8CGK6|IFNL3_MOUSE,3HHC_C,4.1e-47,304.51,292.29,12.99,292.00
sp|Q8CGM1|AGRB2_MOUSE,7D76_R,1.5e-40,342.37,153.91,49.04,145.62
sp|Q8CGN4|BCOR_MOUSE,4HPL_A,1.1e-25,211.38,94.04,18.52,92.55
sp|Q8CGP1|H2B1K_MOUSE,7D69_D,4.8e-28,154.71,107.34,27.21,103.43
sp|Q8CGP2|H2B1P_MOUSE,7D69_D,2.3e-28,156.13,107.91,27.06,104.05
sp|Q8CGP6|H2A1H_MOUSE,7N8N_D,8.2e-23,149.22,86.06,24.86,82.65
sp|Q8CGP7|H2A1K_MOUSE,7N8N_D,1e-22,149.07,86.21,24.95,82.78
sp|Q8CGQ8|NCKX4_MOUSE,4KPP_B,5.1e-25,199.19,185.92,12.87,185.47
sp|Q8CGR7|UPP2_MOUSE,3EUF_B,1.7e-45,309.15,90.93,52.26,82.38
sp|Q8CGS6|DPOLQ_MOUSE,5AGA_A,2.5e-135,1120.26,203.25,99.57,188.22
sp|Q8CGT6|PIWL4_MOUSE,5GUH_A,5e-123,959.67,355.95,241.43,260.69
sp|Q8CGU1|CACO1_MOUSE,4NLH_A,1.3e-22,169.0,119.38,22.12,117.35
sp|Q8CGV9|TSH3_MOUSE,6LSR_0,0.11,57.21,nan,nan,nan
sp|Q8CGY8|OGT1_MOUSE,7NTF_B,8.6e-185,1477.43,250.72,144.90,236.22
sp|Q8CGZ0|CHERP_MOUSE,6O3X_B,2.6e-12,111.52,89.77,15.28,88.37
sp|Q8CH40|NUDT6_MOUSE,4ZBP_B,2.8e-32,223.07,74.83,16.27,73.85
sp|Q8CHD8|RFIP3_MOUSE,2HV8_E,5.8e-09,76.31,70.97,7.55,70.55
sp|Q8CHG3|GCC2_MOUSE,5TBY_A,2.2e-09,129.17,119.47,7.36,119.24
sp|Q8CHG7|RPGF2_MOUSE,4F7Z_A,2.4e-71,610.86,259.91,126.39,230.68
sp|Q8CHJ2|AQP12_MOUSE,6KXW_A,2.8e-11,99.76,81.64,7.07,81.35
sp|Q8CHK3|MBOA7_MOUSE,7EWT_A,2e-45,326.18,237.06,69.87,227.08
sp|Q8CHP0|ZC3H3_MOUSE,6DNH_C,1.2e-18,158.4,116.97,31.26,111.99
sp|Q8CHP6|PHC3_MOUSE,2NA1_A,1.5e-08,88.22,75.00,13.22,73.83
sp|Q8CHQ6|TM125_MOUSE,6TBU_A,50.0,34.4,nan,nan,nan
sp|Q8CHS4|PLCX1_MOUSE,4I90_A,3.5e-31,214.16,181.81,37.44,177.39
sp|Q8CHT1|NGEF_MOUSE,7CSO_C,4.6e-38,267.57,152.81,43.52,146.07
sp|Q8CHU3|EPN2_MOUSE,4GZC_A,1.8e-30,216.84,174.69,31.64,171.41
sp|Q8CHX6|MBTP2_MOUSE,3B4R_B,0.008,52.43,nan,nan,nan
sp|Q8CI08|SLAI2_MOUSE,6TQR_B,110.0,28.18,nan,nan,nan
sp|Q8CI15|SPHK1_MOUSE,3VZB_A,2.9e-35,243.33,126.82,50.32,118.00
sp|Q8CI66|STML1_MOUSE,7VHQ_I,1.2e-10,97.32,65.43,9.28,64.89
sp|Q8CI75|DI3L2_MOUSE,4PMW_B,2.2e-123,960.74,652.36,181.45,624.57
sp|Q8CI78|RMND1_MOUSE,6YSA_E,330.0,26.66,nan,nan,nan
sp|Q8CI96|CLIP4_MOUSE,6ZNL_Z,1.3e-08,110.85,69.37,13.56,68.21
sp|Q8CIB5|FERM2_MOUSE,7C3M_C,5.4e-149,1131.92,194.25,247.52,127.20
sp|Q8CIE4|PAR10_MOUSE,3HKV_B,4.1e-20,155.09,127.61,16.40,126.47
sp|Q8CIE6|COPA_MOUSE,5NZV_H,3e-241,1986.38,170.10,156.91,156.00
sp|Q8CIF6|SIDT2_MOUSE,6YXH_A,7.8e-05,69.94,nan,nan,nan
sp|Q8CIG0|DEP1A_MOUSE,2YSR_A,2e-09,80.51,80.51,0.00,80.51
sp|Q8CIH9|PUR1_MOUSE,6LBP_A,7.9e-71,495.7,145.87,123.13,115.77
sp|Q8CII2|CD123_MOUSE,4ZGO_A,3.4e-58,401.2,358.28,40.86,355.94
sp|Q8CII8|SYNE4_MOUSE,6WMD_B,1.6e-07,63.54,62.19,1.36,62.17
sp|Q8CIM3|D2HDH_MOUSE,6LPT_B,1.2e-58,408.44,178.70,73.65,165.90
sp|Q8CIP5|DISP2_MOUSE,7E2I_D,6.8e-162,1403.43,283.68,321.82,211.36
sp|Q8CIT9|SBSN_MOUSE,1EQ1_A,21.0,33.69,nan,nan,nan
sp|Q8CIV3|LIPH_MOUSE,6OB0_B,1.5e-60,439.52,418.20,32.10,416.77
sp|Q8CIZ9|NOX1_MOUSE,7D3F_C,3.4e-66,544.8,115.83,77.23,106.08
sp|Q8CJ12|AGRG2_MOUSE,7D76_R,4.6e-55,429.43,114.63,53.75,105.93
sp|Q8CJ27|ASPM_MOUSE,7JU4_x,1.8e-09,138.47,94.79,16.04,93.55
sp|Q8CJ67|STAU2_MOUSE,5ZAL_B,9.1e-13,113.1,89.82,14.56,88.51
sp|Q8CJ69|BMPER_MOUSE,7KWO_V,1.4e-44,376.12,270.59,87.61,252.93
sp|Q8CJ70|IL19_MOUSE,4DOH_C,1.1e-24,158.45,136.86,13.26,136.23
sp|Q8CJC7|KLRE1_MOUSE,6INN_A,2e-07,78.7,55.55,6.75,55.17
sp|Q8CJF9|AGO3_MOUSE,4KRF_A,1.5e-151,1124.29,380.32,281.93,285.85
sp|Q8CJG1|AGO1_MOUSE,4KRF_A,1.3e-160,1188.45,385.16,288.11,289.48
sp|Q8CJH3|PLXB1_MOUSE,6VXK_B,6.4e-217,1915.58,522.03,387.25,402.19
sp|Q8JZL1|I17RD_MOUSE,4NUX_A,5.2e-17,134.6,117.72,16.88,116.50
sp|Q8JZL3|THTPA_MOUSE,2JMU_A,2.3e-25,164.25,80.72,30.29,76.76
sp|Q8JZM0|TFB1M_MOUSE,4GC5_A,1.9e-58,389.14,202.69,64.00,190.52
sp|Q8JZM6|TIFAB_MOUSE,4ZGI_A,1.9e-15,105.74,85.51,15.93,84.08
sp|Q8JZM7|CDC73_MOUSE,7OOP_Z,5e-117,858.49,386.02,277.31,309.31
sp|Q8JZM8|MUC4_MOUSE,6Z3M_d,3.4e-07,104.79,102.81,2.80,102.77
sp|Q8JZN3|KCJ14_MOUSE,7MJP_A,4.6e-66,468.61,331.93,67.80,325.26
sp|Q8JZQ2|AFG32_MOUSE,6NYY_C,1e-96,693.6,128.07,57.03,119.79
sp|Q8JZU2|TXTP_MOUSE,6GCI_A,2.8e-36,237.18,215.07,13.27,214.66
sp|Q8JZU6|PXDC1_MOUSE,7BI2_A,0.87,45.1,nan,nan,nan
sp|Q8JZX4|SPF45_MOUSE,6Y5Q_q,3.1e-05,81.21,58.53,6.14,58.19
sp|Q8K003|TMA7_MOUSE,7EGG_D,52.0,30.43,nan,nan,nan
sp|Q8K004|SPAT2_MOUSE,5LJM_A,9e-39,285.73,149.83,67.97,138.77
sp|Q8K009|AL1L2_MOUSE,7RLU_D,1.9e-119,906.81,329.85,126.72,298.96
sp|Q8K015|CENPO_MOUSE,6QLD_O,3.4e-15,126.15,115.96,5.61,115.83
sp|Q8K031|STAR8_MOUSE,3EAP_C,2.1e-17,147.48,112.02,16.44,110.81
sp|Q8K071|TM221_MOUSE,4HKR_B,3.4,35.99,nan,nan,nan
sp|Q8K078|SO4A1_MOUSE,7EEB_L,3.9e-47,373.39,92.31,36.82,89.44
sp|Q8K083|ZN536_MOUSE,6QNX_C,1.6e-28,271.18,85.02,39.09,78.07
sp|Q8K087|CML2_MOUSE,7BR3_A,2.8e-31,228.18,179.30,28.76,176.19
sp|Q8K088|ZBTB6_MOUSE,6QNX_C,2.3e-14,143.28,71.77,17.96,69.76
sp|Q8K0B3|LRC66_MOUSE,7C77_A,1.7e-08,98.2,79.81,8.45,79.36
sp|Q8K0C1|IPO13_MOUSE,2XWU_B,7.9e-87,635.76,279.30,166.16,230.40
sp|Q8K0D7|GET1_MOUSE,6SO5_D,2.6e-32,200.16,114.36,40.00,108.90
sp|Q8K0G5|EIPR1_MOUSE,7K58_E,7.7e-14,122.2,75.50,10.52,74.84
sp|Q8K0G8|ESRP2_MOUSE,5DK5_B,8.6e-12,110.83,93.90,11.06,93.24
sp|Q8K0H5|TAF10_MOUSE,7KTR_H,2.6e-65,427.13,278.82,94.71,264.98
sp|Q8K0L2|ENTP8_MOUSE,3CJ1_A,7.3e-69,490.38,425.45,48.67,422.56
sp|Q8K0P3|MEAK7_MOUSE,7FDE_P,3.4e-17,142.02,114.01,14.42,113.18
sp|Q8K0S0|PHYIP_MOUSE,6PYH_D,15.0,37.25,nan,nan,nan
sp|Q8K0S5|R4RL1_MOUSE,5HDH_A,2.7e-17,143.52,92.89,17.40,91.32
sp|Q8K0S9|SNPC1_MOUSE,7NRC_A,560.0,30.72,nan,nan,nan
sp|Q8K0U4|HS12A_MOUSE,5TKY_B,1.1e-27,220.52,138.30,41.74,132.08
sp|Q8K0V4|CNOT3_MOUSE,6TB3_BW,5.7e-38,273.1,190.75,49.24,184.52
sp|Q8K0Y2|KT33A_MOUSE,3TNU_A,5.8e-12,81.76,70.63,7.14,70.25
sp|Q8K0Z7|TACO1_MOUSE,5EKZ_A,4.8e-72,477.98,350.99,63.53,346.08
sp|Q8K0Z9|GP153_MOUSE,6TPK_A,3.1e-11,106.53,87.40,6.88,87.12
sp|Q8K120|NFAC4_MOUSE,1P7H_N,4.9e-43,327.47,169.18,60.11,159.01
sp|Q8K124|PKHO2_MOUSE,7NH5_A,6.3e-05,63.7,nan,nan,nan
sp|Q8K129|CTXN1_MOUSE,6VAM_E,55.0,28.46,nan,nan,nan
sp|Q8K158|CNPD1_MOUSE,2PMI_D,6e-11,107.34,107.24,0.17,107.24
sp|Q8K177|KCP3_MOUSE,6VJA_D,53.0,27.4,nan,nan,nan
sp|Q8K199|COXM2_MOUSE,7D2W_B,71.0,23.27,nan,nan,nan
sp|Q8K1A6|C2D1A_MOUSE,6EI6_B,6.1e-29,213.55,132.82,47.22,125.89
sp|Q8K1H1|TDRD7_MOUSE,2LY1_A,1.6e-28,226.49,102.65,27.21,99.87
sp|Q8K1H7|T11L2_MOUSE,7N9F_z,6.5,41.98,nan,nan,nan
sp|Q8K1I7|WIPF1_MOUSE,5ANP_B,0.00017,61.84,nan,nan,nan
sp|Q8K1K6|SPB10_MOUSE,1JMO_A,4.6e-58,411.4,328.97,30.70,327.45
sp|Q8K1L2|SPIN4_MOUSE,2NS2_B,1.7e-68,450.03,418.41,19.34,417.98
sp|Q8K1M6|DNM1L_MOUSE,7AX3_K,7.2e-91,710.69,239.30,194.76,175.42
sp|Q8K1N1|PLPL8_MOUSE,4PKB_A,2.6e-31,235.54,170.60,54.51,161.38
sp|Q8K1S2|UNC5D_MOUSE,3G5B_A,4.1e-38,284.82,93.53,52.98,85.04
sp|Q8K1S4|UNC5A_MOUSE,3G5B_A,8e-39,287.38,97.13,56.85,87.27
sp|Q8K1S7|KREM2_MOUSE,5FWS_A,1.5e-41,283.66,102.81,59.87,92.37
sp|Q8K1T0|TMPS3_MOUSE,7MEQ_A,4.7e-54,342.17,183.67,65.64,168.47
sp|Q8K1X4|NCKPL_MOUSE,4N78_B,2.8e-148,1211.97,1211.97,0.00,1211.97
sp|Q8K1Z0|COQ9_MOUSE,6AWL_B,6.5e-72,469.03,225.54,161.36,169.32
sp|Q8K201|KCT2_MOUSE,7AOR_y,96.0,31.29,nan,nan,nan
sp|Q8K203|NEIL3_MOUSE,3W0F_A,1.7e-39,292.21,179.09,39.59,174.08
sp|Q8K207|CA021_MOUSE,4LLE_C,360.0,20.5,nan,nan,nan
sp|Q8K209|AGRG1_MOUSE,5KVM_A,3.6e-55,398.44,153.72,51.30,148.25
sp|Q8K211|COPT1_MOUSE,6M97_A,1.1e-27,175.04,175.04,0.00,175.04
sp|Q8K212|PACS1_MOUSE,7OBQ_u,0.1,59.73,nan,nan,nan
sp|Q8K214|SCMH1_MOUSE,2R5A_A,3.9e-47,334.65,216.34,58.33,207.11
sp|Q8K221|ARFP2_MOUSE,1I4D_A,1.4e-27,184.75,90.74,37.11,85.42
sp|Q8K248|HPDL_MOUSE,7CJK_A,2.9e-32,238.69,108.45,61.27,95.08
sp|Q8K249|CLM2_MOUSE,6HDC_A,1.1e-07,73.21,54.51,8.50,53.87
sp|Q8K268|ABCF3_MOUSE,7P7T_0,2.1e-61,460.25,174.45,59.48,167.21
sp|Q8K274|KT3K_MOUSE,3JR1_A,5.3e-25,164.48,81.73,17.38,80.39
sp|Q8K284|TF3C1_MOUSE,7PW4_A,1.8e-37,398.76,219.36,80.45,207.32
sp|Q8K298|ANLN_MOUSE,4XH3_A,5.1e-63,466.24,253.64,154.77,194.17
sp|Q8K2A1|GULP1_MOUSE,3SUZ_A,2.8e-20,151.39,110.88,16.61,109.65
sp|Q8K2A7|INT10_MOUSE,6GSN_q,120.0,34.77,nan,nan,nan
sp|Q8K2C8|GPAT4_MOUSE,5KYM_B,1.6e-10,88.82,88.82,0.00,88.82
sp|Q8K2C9|HACD3_MOUSE,7KRJ_C,1.3e-12,97.37,77.74,14.23,76.42
sp|Q8K2D3|EDC3_MOUSE,3D3J_A,2.4e-61,420.42,162.70,85.97,147.63
sp|Q8K2F0|BRD3_MOUSE,6DNE_B,3.4e-35,259.18,84.56,33.79,80.36
sp|Q8K2F3|DEPP1_MOUSE,5KNH_I,260.0,23.9,nan,nan,nan
sp|Q8K2G4|BBS7_MOUSE,6VBV_7,3.2e-111,813.85,369.45,293.82,269.34
sp|Q8K2H1|PPHLN_MOUSE,6SWG_B,3.8e-25,171.6,171.60,0.00,171.60
sp|Q8K2H2|OTU6B_MOUSE,6W9O_A,3.2e-15,118.37,85.19,14.25,84.04
sp|Q8K2I1|FNTB_MOUSE,3SFX_B,7e-76,545.12,247.40,181.99,186.34
sp|Q8K2J0|PLCD3_MOUSE,4GNK_D,1.3e-119,965.29,514.59,363.79,316.84
sp|Q8K2Q0|COMD9_MOUSE,4OE9_B,5.3e-28,177.62,123.22,54.40,110.56
sp|Q8K2R5|ZN668_MOUSE,6QNX_C,3.8e-50,410.14,98.59,52.86,88.48
sp|Q8K2T1|NMRL1_MOUSE,1K6J_B,5e-34,246.79,72.79,21.11,70.78
sp|Q8K2T8|PAF1_MOUSE,6GMH_V,2.8e-120,914.81,442.03,375.68,289.01
sp|Q8K2V1|PP4R1_MOUSE,5KC2_B,1.6e-11,138.06,86.74,18.93,84.99
sp|Q8K2X2|RBM48_MOUSE,7DVQ_I,1e-84,600.95,600.95,0.00,600.95
sp|Q8K301|DDX52_MOUSE,6QX9_5X,6.4e-48,387.02,213.19,65.84,200.86
sp|Q8K310|MATR3_MOUSE,6ASO_A,2.8e-08,93.42,72.66,10.12,71.99
sp|Q8K341|ATAT_MOUSE,4GS4_A,2.6e-60,423.45,290.68,73.62,282.22
sp|Q8K342|RASF9_MOUSE,2CS4_A,3.5e-09,74.11,73.59,0.52,73.58
sp|Q8K348|ACV1C_MOUSE,5E8S_A,5.8e-44,259.52,149.09,17.86,148.17
sp|Q8K353|CYTM1_MOUSE,7ABG_A4,7.2,36.5,nan,nan,nan
sp|Q8K370|ACD10_MOUSE,4HR3_A,1.8e-38,293.64,146.04,65.34,131.08
sp|Q8K375|LRC56_MOUSE,4LXR_A,5.4e-08,91.12,69.75,7.56,69.37
sp|Q8K377|LRRT1_MOUSE,5Z8X_D,2.9e-25,176.33,126.36,20.53,124.69
sp|Q8K394|PLCL2_MOUSE,4GNK_D,9.4e-117,977.37,566.73,352.34,384.84
sp|Q8K396|MND1_MOUSE,4Y66_C,1.5e-39,239.19,201.42,37.77,197.85
sp|Q8K3A0|HSC20_MOUSE,3BVO_B,1.8e-33,211.2,155.37,45.32,147.27
sp|Q8K3A6|ARMX6_MOUSE,4KBL_A,14.0,34.99,nan,nan,nan
sp|Q8K3C3|LZIC_MOUSE,1M1E_B,3.2e-17,115.32,100.63,17.97,98.87
sp|Q8K3E5|AHI1_MOUSE,7A5P_p,1.6e-18,176.81,141.11,10.85,140.70
sp|Q8K3F6|KCNQ3_MOUSE,7CR7_B,1.4e-100,771.68,133.62,112.19,114.66
sp|Q8K3F7|TDH_MOUSE,4YRA_F,1.2e-37,240.14,90.25,27.76,86.53
sp|Q8K3J5|ZN131_MOUSE,6QNX_C,9e-21,195.95,76.26,24.02,73.24
sp|Q8K3K7|PLCB_MOUSE,5KYM_B,1.1e-20,135.2,109.76,22.88,107.35
sp|Q8K3M5|CABL2_MOUSE,6GZH_B,0.0011,69.4,nan,nan,nan
sp|Q8K3P1|P2RX2_MOUSE,6U9W_C,2.3e-78,590.27,478.67,114.60,447.00
sp|Q8K3R3|PLCD4_MOUSE,4GNK_D,6.2e-121,978.24,469.19,376.27,269.58
sp|Q8K3V1|SPAT4_MOUSE,2EE7_A,1.2e-22,155.02,155.02,0.00,155.02
sp|Q8K3V7|MNAR1_MOUSE,7VOP_f,350.0,33.0,nan,nan,nan
sp|Q8K3W2|LRC10_MOUSE,7P5V_B,4.3e-13,126.02,87.85,11.87,87.07
sp|Q8K3Y3|LN28A_MOUSE,5UDZ_A,5.7e-23,133.87,97.75,36.12,90.84
sp|Q8K402|TBX22_MOUSE,5BQD_A,2.7e-49,340.28,268.60,22.18,267.77
sp|Q8K409|DPOLB_MOUSE,4I2F_A,8.8e-52,357.14,261.43,102.30,231.13
sp|Q8K411|PREP_MOUSE,4RPU_A,2e-83,635.13,193.99,129.41,167.47
sp|Q8K443|RGS13_MOUSE,1AGR_H,3.8e-27,165.59,113.74,24.17,111.54
sp|Q8K445|CLRN1_MOUSE,6NJM_F,1.5e-05,64.36,nan,nan,nan
sp|Q8K479|C1QT5_MOUSE,1WCK_A,9.9e-23,146.32,83.39,21.57,80.93
sp|Q8K4B4|IL23R_MOUSE,5MZV_C,6.1e-27,189.29,78.79,25.27,76.12
sp|Q8K4C2|I17RC_MOUSE,6HG4_B,8.9e-65,496.68,290.69,170.43,226.78
sp|Q8K4F5|ABHDB_MOUSE,6YNX_t,1.2e-24,178.61,131.36,14.43,130.56
sp|Q8K4I3|ARHG6_MOUSE,4MT7_A,3.7e-29,227.54,130.81,38.00,124.61
sp|Q8K4J6|MRTFA_MOUSE,2YJF_M,5e-17,136.77,108.92,16.91,107.67
sp|Q8K4K1|CETN4_MOUSE,7M2U_E,3.4e-25,161.17,97.79,18.59,95.69
sp|Q8K4K2|TRIB3_MOUSE,6DC0_B,1.4e-26,170.57,111.89,10.06,111.46
sp|Q8K4K6|PANK1_MOUSE,6PE6_A,7.3e-49,349.26,256.50,93.26,238.71
sp|Q8K4L0|DDX54_MOUSE,6QX9_5X,2.8e-46,390.33,210.43,63.76,198.10
sp|Q8K4N2|SG11A_MOUSE,6CS9_A,0.094,28.44,nan,nan,nan
sp|Q8K4N3|DFB12_MOUSE,5KI9_A,8.3e-08,56.8,56.80,0.00,56.80
sp|Q8K4P0|WDR33_MOUSE,6URO_B,1.5e-81,643.63,170.43,39.86,168.28
sp|Q8K4Q0|RPTOR_MOUSE,6U62_A,0.0,3609.26,118.72,292.37,90.81
sp|Q8K4Q6|NEIL1_MOUSE,1TDH_A,1.8e-86,599.25,190.32,133.37,165.82
sp|Q8K4T1|SIA8F_MOUSE,5CXY_A,3.4e-52,355.64,203.30,76.33,192.51
sp|Q8K4T5|DUS19_MOUSE,6RZZ_s,5.3e-22,161.23,90.11,19.12,88.24
sp|Q8K4Z0|LGI2_MOUSE,5Y31_B,8e-49,344.97,85.17,35.88,81.83
sp|Q8K561|OTOAN_MOUSE,7NRC_A,520.0,33.65,nan,nan,nan
sp|Q8K595|MCLN2_MOUSE,6AYF_D,5.8e-85,607.91,144.70,137.25,113.84
sp|Q8K596|NAC2_MOUSE,2QVK_A,3.1e-21,160.74,98.45,27.01,95.16
